ID,Contacto,Email Contacto,Agente,Canal,Dirección,Asunto,Ocurrió,Creado
72,Sebastián Herrera,sebastián.herrera14@ejemplo.com,admin,phone,outbound,Interacción 4 - Sebastián Herrera,2026-07-03 16:26,2026-09-18 01:26
14,Sofía Rodríguez,sofía.rodríguez2@ejemplo.com,admin,other,inbound,Interacción 1 - Sofía Rodríguez,2026-07-03 10:26,2026-09-18 01:26
51,Valentina Flores,valentina.flores8@ejemplo.com,admin,email,inbound,Interacción 6 - Valentina Flores,2026-07-03 08:26,2026-09-18 01:26
193,Ignacio Valenzuela,ignacio.valenzuela43@ejemplo.com,admin,other,outbound,Interacción 2 - Ignacio Valenzuela,2026-07-03 04:26,2026-09-18 01:26
100,Valentina Silva,valentina.silva20@ejemplo.com,admin,phone,inbound,Interacción 7 - Valentina Silva,2026-07-03 02:26,2026-09-18 01:26
188,Josefa García,josefa.garcía42@ejemplo.com,admin,email,outbound,Interacción 4 - Josefa García,2026-07-02 23:26,2026-09-18 01:26
166,Ignacio Cáceres,ignacio.cáceres38@ejemplo.com,admin,chat,inbound,Interacción 4 - Ignacio Cáceres,2026-07-02 15:26,2026-09-18 01:26
149,Benjamín Cortés,benjamín.cortés34@ejemplo.com,admin,meeting,outbound,Interacción 5 - Benjamín Cortés,2026-07-02 03:26,2026-09-18 01:26
154,Martina Reyes,martina.reyes35@ejemplo.com,admin,whatsapp,outbound,Interacción 3 - Martina Reyes,2026-07-01 19:26,2026-09-18 01:26
177,Amanda Rodríguez,amanda.rodríguez40@ejemplo.com,admin,phone,inbound,Interacción 3 - Amanda Rodríguez,2026-07-01 18:26,2026-09-18 01:26
67,Trinidad Martínez,trinidad.martínez13@ejemplo.com,admin,phone,outbound,Interacción 1 - Trinidad Martínez,2026-07-01 14:26,2026-09-18 01:26
130,Lucas Álvarez,lucas.álvarez30@ejemplo.com,admin,chat,inbound,Interacción 2 - Lucas Álvarez,2026-07-01 01:26,2026-09-18 01:26
216,Tomás Morales,tomás.morales49@ejemplo.com,admin,phone,inbound,Interacción 1 - Tomás Morales,2026-06-30 16:26,2026-09-18 01:26
150,Benjamín Cortés,benjamín.cortés34@ejemplo.com,admin,other,outbound,Interacción 6 - Benjamín Cortés,2026-06-30 14:26,2026-09-18 01:26
108,Lucas Soto,lucas.soto23@ejemplo.com,admin,email,outbound,Interacción 2 - Lucas Soto,2026-06-30 13:26,2026-09-18 01:26
146,Benjamín Cortés,benjamín.cortés34@ejemplo.com,admin,other,inbound,Interacción 2 - Benjamín Cortés,2026-06-30 02:26,2026-09-18 01:26
144,Constanza Contreras,constanza.contreras33@ejemplo.com,admin,phone,inbound,Interacción 2 - Constanza Contreras,2026-06-30 02:26,2026-09-18 01:26
136,Lucas Álvarez,lucas.álvarez30@ejemplo.com,admin,chat,outbound,Interacción 8 - Lucas Álvarez,2026-06-29 08:26,2026-09-18 01:26
69,Sebastián Herrera,sebastián.herrera14@ejemplo.com,admin,whatsapp,inbound,Interacción 1 - Sebastián Herrera,2026-06-28 03:26,2026-09-18 01:26
110,Lucas Soto,lucas.soto23@ejemplo.com,admin,meeting,inbound,Interacción 4 - Lucas Soto,2026-06-28 02:26,2026-09-18 01:26
33,Agustín Rojas,agustín.rojas5@ejemplo.com,admin,whatsapp,outbound,Interacción 1 - Agustín Rojas,2026-06-27 05:26,2026-09-18 01:26
152,Martina Reyes,martina.reyes35@ejemplo.com,admin,meeting,outbound,Interacción 1 - Martina Reyes,2026-06-26 16:26,2026-09-18 01:26
92,Agustín Bravo,agustín.bravo19@ejemplo.com,admin,whatsapp,outbound,Interacción 3 - Agustín Bravo,2026-06-26 09:26,2026-09-18 01:26
129,Lucas Álvarez,lucas.álvarez30@ejemplo.com,admin,meeting,outbound,Interacción 1 - Lucas Álvarez,2026-06-26 00:26,2026-09-18 01:26
164,Ignacio Cáceres,ignacio.cáceres38@ejemplo.com,admin,other,outbound,Interacción 2 - Ignacio Cáceres,2026-06-25 15:26,2026-09-18 01:26
38,Agustín Rojas,agustín.rojas5@ejemplo.com,admin,phone,inbound,Interacción 6 - Agustín Rojas,2026-06-25 05:26,2026-09-18 01:26
26,Sebastián Muñoz,sebastián.muñoz4@ejemplo.com,admin,phone,outbound,Interacción 2 - Sebastián Muñoz,2026-06-24 23:26,2026-09-18 01:26
114,Paz Salazar,paz.salazar24@ejemplo.com,admin,whatsapp,outbound,Interacción 2 - Paz Salazar,2026-06-24 19:26,2026-09-18 01:26
198,Ignacio Valenzuela,ignacio.valenzuela43@ejemplo.com,admin,email,outbound,Interacción 7 - Ignacio Valenzuela,2026-06-24 01:26,2026-09-18 01:26
187,Josefa García,josefa.garcía42@ejemplo.com,admin,whatsapp,outbound,Interacción 3 - Josefa García,2026-06-23 16:26,2026-09-18 01:26
9,Gabriel Tapia,gabriel.tapia0@ejemplo.com,admin,other,inbound,Interacción 4 - Gabriel Tapia,2026-06-23 00:26,2026-09-18 01:26
196,Ignacio Valenzuela,ignacio.valenzuela43@ejemplo.com,admin,chat,inbound,Interacción 5 - Ignacio Valenzuela,2026-06-22 16:26,2026-09-18 01:26
43,Catalina Fernández,catalina.fernández6@ejemplo.com,admin,phone,outbound,Interacción 5 - Catalina Fernández,2026-06-21 18:26,2026-09-18 01:26
123,Cristóbal Martínez,cristóbal.martínez28@ejemplo.com,admin,email,outbound,Interacción 1 - Cristóbal Martínez,2026-06-21 07:26,2026-09-18 01:26
48,Valentina Flores,valentina.flores8@ejemplo.com,admin,whatsapp,inbound,Interacción 3 - Valentina Flores,2026-06-20 18:26,2026-09-18 01:26
105,Sofía Cáceres,sofía.cáceres22@ejemplo.com,admin,phone,outbound,Interacción 3 - Sofía Cáceres,2026-06-20 09:26,2026-09-18 01:26
142,Amanda Herrera,amanda.herrera32@ejemplo.com,admin,phone,outbound,Interacción 5 - Amanda Herrera,2026-06-19 19:26,2026-09-18 01:26
122,Ignacio Rojas,ignacio.rojas27@ejemplo.com,admin,other,outbound,Interacción 3 - Ignacio Rojas,2026-06-19 05:26,2026-09-18 01:26
